dataset,line_id_orig,timestamp,time_delta,node,component,level,content,event_id,event_template,risk_score,severity_label,severity_code
BGL,2254,02-09-2005 20:52,1574,R04-M0-NC-I:J18-U11,KERNEL,FATAL,Lustre mount FAILED : bglio75 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
BGL,696,09-07-2005 19:47,10,R00-M0-N6-C:J12-U01,KERNEL,INFO,generating core.133,E67,generating core.<*>,0.1,Normal,0
BGL,2399,11-09-2005 10:22,12824,R43-M0-N8-I:J18-U11,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:45713: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
HDFS,1549,11-11-2008 06:39,21,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_-5330522460969948971 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
BGL,2300,02-09-2005 20:24,2710,R10-M1-N4-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio136 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
HDFS,2068,10-11-2008 23:19,177,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.75.143:50010:Got exception while serving blk_2262752117989012641 to /10.250.13.188:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2210,10-11-2008 17:58,232,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.10.223:50010:Got exception while serving blk_8478683141242372735 to /10.251.70.5:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,241,14-06-2005 17:26,7,R26-M0-NA-C:J04-U11,KERNEL,FATAL,data store interrupt caused by dcbf.........0,E53,data store interrupt caused by dcbf.........<*>,0.1,Normal,0
BGL,1486,10-10-2005 19:00,126640,R05-M0-N8-I:J18-U11,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:57673: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
BGL,926,14-07-2005 03:40,36,R30-M0-N4-C:J09-U11,KERNEL,INFO,generating core.17526,E67,generating core.<*>,0.1,Normal,0
BGL,2420,15-09-2005 15:28,191825,R72-M1-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:37916: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
HDFS,1064,10-11-2008 22:42,15,UNKNOWN,dfs.DataNode$DataXceiver,INFO,Receiving block blk_-337665304078248571 src: /10.251.106.37:55462 dest: /10.251.106.37:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.05,Normal,0
BGL,2438,04-06-2005 07:24,4,R27-M1-N4-I:J18-U01,APP,FATAL,ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:33370,E33,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>,0.9,Risk,2
BGL,837,12-07-2005 12:56,31,R15-M0-N8-C:J02-U11,KERNEL,INFO,generating core.5967,E67,generating core.<*>,0.1,Normal,0
HDFS,166,10-11-2008 00:13,17,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-9069971851590882719 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
BGL,1783,21-11-2005 21:42,28,R65-M1-NC-I:J18-U11,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:53387, Connection reset by peer",E30,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer",0.9,Risk,2
HDFS,703,10-11-2008 14:28,1835,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000258_0/part-00258. blk_387577766066135394,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,0.05,Normal,0
HDFS,2020,10-11-2008 23:39,15,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.7.230:50010:Got exception while serving blk_-7029628814943626474 to /10.251.38.197:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2451,15-11-2005 02:25,1,R46-M1-N1-C:J02-U01,KERNEL,FATAL,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=00ce22e8 e6200003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",E60,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",0.9,Risk,2
HDFS,756,10-11-2008 15:03,22,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_-3275237990609680332 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
BGL,1352,28-08-2005 09:52,217,R40-M1-N4-C:J17-U01,KERNEL,INFO,41097026 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,0.1,Normal,0
HDFS,2153,10-11-2008 07:16,135,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.38.214:50010:Got exception while serving blk_5547569777499890340 to /10.251.195.52:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2452,14-06-2005 00:36,10654,R10-M1-N5-C:J15-U11,KERNEL,FATAL,data storage interrupt,E52,data storage interrupt,0.9,Risk,2
HDFS,1620,11-11-2008 07:04,92,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_1060814796407897179 of size 67108864 from /10.251.109.209,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
BGL,1758,16-11-2005 03:21,110,R57-M0-N8-C:J12-U01,KERNEL,FATAL,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=009756d5 8bfa0003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",E60,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",0.9,Risk,2
BGL,2281,03-09-2005 14:58,8762,R55-M1-NC-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio736 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
BGL,2446,04-06-2005 07:24,4,R27-M1-N4-I:J18-U01,APP,FATAL,ciod: failed to read message prefix on control stream (CioStream socket to 172.16.96.116:33370,E33,ciod: failed to read message prefix on control stream (CioStream socket to <*>:<*>,0.9,Risk,2
BGL,948,15-07-2005 15:41,33762,R00-M0-NA-C:J04-U01,KERNEL,INFO,generating core.4615,E67,generating core.<*>,0.1,Normal,0
BGL,2376,14-06-2005 00:36,8544,R10-M1-N5-C:J15-U11,KERNEL,FATAL,data storage interrupt,E52,data storage interrupt,0.9,Risk,2
BGL,2384,28-10-2005 20:00,31,R63-M1-N5-C:J17-U01,KERNEL,FATAL,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=0064588e 8aff0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",E60,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",0.9,Risk,2
BGL,2334,25-11-2005 09:48,45944,R45-M1-N0-I:J18-U01,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:54780, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",0.9,Risk,2
HDFS,441,10-11-2008 10:33,5,UNKNOWN,dfs.FSDataset,INFO,Deleting block blk_-8383503596684323017 file /mnt/hadoop/dfs/data/current/subdir26/blk_-8383503596684323017,E9,Deleting block blk_<*> file /<*>/blk_<*>,0.05,Normal,0
HDFS,2186,10-11-2008 09:16,70,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.70.211:50010:Got exception while serving blk_424255210146453297 to /10.251.203.179:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2247,12-09-2005 15:31,3,R53-M1-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41217: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
BGL,2453,16-08-2005 04:45,22,R63-M0-N4-C:J16-U01,KERNEL,FATAL,rts: kernel terminated for reason 1004,E111,rts: kernel terminated for reason <*>,0.9,Risk,2
BGL,2358,02-09-2005 19:40,23894,R02-M1-N8-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio46 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
HDFS,2071,10-11-2008 12:41,1,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.70.5:50010:Got exception while serving blk_4581070264530964999 to /10.250.13.188:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,687,09-07-2005 19:40,203,R21-M0-N5-C:J14-U01,KERNEL,INFO,generating core.52376,E67,generating core.<*>,0.1,Normal,0
HDFS,1431,11-11-2008 04:58,30,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 0 for block blk_-4411589101766563890 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
HDFS,578,10-11-2008 11:26,24,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_120277101968534224 of size 67108864 from /10.251.122.65,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
BGL,2468,28-10-2005 20:00,35,R63-M1-N5-C:J17-U01,KERNEL,FATAL,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=0064588e 8aff0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",E60,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",0.9,Risk,2
HDFS,1331,11-11-2008 04:20,18,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 2 for block blk_2111886617384066018 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
HDFS,2092,09-11-2008 22:11,49,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,321,10-11-2008 08:05,9,UNKNOWN,dfs.DataNode$DataXceiver,INFO,10.250.11.194:50010 Served block blk_3087787567144441647 to /10.251.91.84,E1,<*>:<*> Served block blk_<*> to /<*>,0.05,Normal,0
BGL,2279,21-11-2005 19:08,4533,R14-M0-NC-I:J18-U11,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41554, Connection timed out",E31,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",0.9,Risk,2
HDFS,2148,10-11-2008 08:08,33,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.26.8:50010:Got exception while serving blk_-8522942048313632858 to /10.251.31.85:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2166,11-11-2008 01:22,577,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.7.32:50010:Got exception while serving blk_-1508527605812345693 to /10.251.74.192:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2184,09-11-2008 21:44,188,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.126.255:50010:Got exception while serving blk_8376667364205250596 to /10.251.91.159:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2469,12-06-2005 00:32,147833,R30-M0-N9-C:J16-U01,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt,0.9,Risk,2
BGL,1033,20-07-2005 23:01,164416,R33-M1-N3-C:J02-U01,KERNEL,INFO,8 floating point alignment exceptions,E4,<*> floating point alignment exceptions,0.1,Normal,0
BGL,2249,27-09-2005 00:23,22876,R27-M0-NC-I:J18-U11,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:34903: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
BGL,2273,16-10-2005 22:24,38593,R71-M1-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47696: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
HDFS,1003,10-11-2008 22:07,3,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_000190_0/part-00190. blk_641646158310569454,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,0.05,Normal,0
HDFS,700,10-11-2008 13:56,8,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.214.130:50010:Got exception while serving blk_424461424221613461 to /10.251.71.193:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,104,09-11-2008 23:22,1250,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_-6867873931012347356 of size 67108864 from /10.251.39.64,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
BGL,2256,13-12-2005 17:52,149050,R74-M1-N8-I:J18-U11,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:55929, Link has been severed",E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",0.9,Risk,2
HDFS,2122,09-11-2008 22:26,196,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.214.112:50010:Got exception while serving blk_5905933788014151041 to /10.251.214.112:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,688,10-11-2008 13:10,283,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.122.38:50010:Got exception while serving blk_7489155602821840025 to /10.251.26.8:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,1818,01-12-2005 14:39,1,R13-M0-NA-C:J08-U01,KERNEL,INFO,"10650 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",E12,"<*> total interrupts. 0 critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.",0.1,Normal,0
HDFS,259,10-11-2008 01:50,20,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 2 for block blk_-9110604833387121363 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
HDFS,272,10-11-2008 01:57,3,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_446513188203036714 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
HDFS,1375,11-11-2008 04:43,0,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.delete: blk_5203504995927133832 is added to invalidSet of 10.250.13.240:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,0.05,Normal,0
BGL,2331,21-11-2005 19:08,4362,R14-M0-NC-I:J18-U11,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41554, Connection timed out",E31,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",0.9,Risk,2
HDFS,2190,10-11-2008 17:59,63,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.107.50:50010:Got exception while serving blk_-4737948505610037427 to /10.251.75.79:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,1239,11-11-2008 03:17,5,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_6799391641508508235 of size 67108864 from /10.251.107.98,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
HDFS,799,10-11-2008 19:20,372,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.10.223:50010:Got exception while serving blk_9095955277706686312 to /10.250.5.161:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,82,09-11-2008 21:49,221,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.13.188:50010:Got exception while serving blk_6241141267506413726 to /10.251.194.245:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,1311,26-08-2005 19:24,50,R77-M0-N2-C:J06-U01,KERNEL,INFO,iar 003a9260 dear 00ef83b8,E70,iar <*> dear <*>,0.1,Normal,0
BGL,51,05-06-2005 17:02,65,R31-M1-NF-C:J15-U01,KERNEL,INFO,generating core.4368,E67,generating core.<*>,0.1,Normal,0
BGL,2459,21-06-2005 02:04,10442,R12-M1-NC-I:J18-U11,APP,FATAL,ciod: Error creating node map from file /p/gb2/cabot/miranda/newmaps/8k_128x64x1_8x4x4.map: No child processes,E23,ciod: Error creating node map from file <*>: No child processes,0.9,Risk,2
BGL,1164,25-07-2005 23:31,31,R00-M1-N0-C:J14-U11,KERNEL,INFO,generating core.4012,E67,generating core.<*>,0.1,Normal,0
BGL,2405,16-11-2005 03:21,126,R57-M0-N8-C:J12-U01,KERNEL,FATAL,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=009756d5 8bfa0003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",E60,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",0.9,Risk,2
BGL,1087,23-07-2005 18:24,47,R13-M1-NF-C:J12-U01,KERNEL,INFO,generating core.2241,E67,generating core.<*>,0.1,Normal,0
BGL,2367,02-09-2005 20:24,2813,R10-M1-N4-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio136 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
BGL,793,10-07-2005 04:27,147,R22-M1-N8-C:J02-U01,KERNEL,INFO,generating core.20367,E67,generating core.<*>,0.1,Normal,0
BGL,1257,15-08-2005 02:02,95011,R21-M0-N8-I:J18-U11,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42213: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
HDFS,463,10-11-2008 10:35,1,UNKNOWN,dfs.FSDataset,INFO,Deleting block blk_-2445347158368483245 file /mnt/hadoop/dfs/data/current/subdir30/blk_-2445347158368483245,E9,Deleting block blk_<*> file /<*>/blk_<*>,0.05,Normal,0
BGL,1781,21-11-2005 21:41,27,R22-M0-N0-I:J18-U01,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52930, Connection reset by peer",E30,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer",0.9,Risk,2
BGL,675,09-07-2005 18:53,105,R22-M1-N0-C:J05-U11,KERNEL,INFO,generating core.7167,E67,generating core.<*>,0.1,Normal,0
BGL,963,16-07-2005 06:11,11,R31-M1-NB-C:J05-U11,KERNEL,INFO,generating core.20595,E67,generating core.<*>,0.1,Normal,0
BGL,721,09-07-2005 20:19,46,R24-M0-N6-C:J07-U01,KERNEL,INFO,generating core.26078,E67,generating core.<*>,0.1,Normal,0
HDFS,1472,11-11-2008 05:31,108,UNKNOWN,dfs.DataNode$DataXceiver,INFO,Receiving block blk_-5439682406172672049 src: /10.251.42.207:36091 dest: /10.251.42.207:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.05,Normal,0
HDFS,2167,10-11-2008 13:36,220,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.123.132:50010:Got exception while serving blk_4048438071314937575 to /10.251.194.213:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
BGL,2319,27-09-2005 00:23,22324,R27-M0-NC-I:J18-U11,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:34903: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
HDFS,2151,10-11-2008 13:56,9,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.214.130:50010:Got exception while serving blk_424461424221613461 to /10.251.71.193:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,889,10-11-2008 21:06,1,UNKNOWN,dfs.FSDataset,INFO,Deleting block blk_70980361971054326 file /mnt/hadoop/dfs/data/current/subdir27/blk_70980361971054326,E9,Deleting block blk_<*> file /<*>/blk_<*>,0.05,Normal,0
BGL,381,24-06-2005 00:02,2128,R23-M1-N7-C:J14-U01,KERNEL,INFO,3091200 double-hummer alignment exceptions,E3,<*> double-hummer alignment exceptions,0.1,Normal,0
BGL,2415,15-08-2005 02:02,81586,R21-M0-N8-I:J18-U11,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:42213: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
BGL,2301,18-07-2005 22:53,21399,R20-M1-N8-C:J12-U01,KERNEL,FATAL,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=42315, cpu=105, index=1207960804, total=2691015",E112,"rts: kernel terminated for reason <*>: bad message header: invalid cpu, type=<*>, cpu=<*>, index=<*>, total=<*>",0.9,Risk,2
BGL,2416,21-11-2005 21:41,25,R22-M0-N0-I:J18-U01,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:52930, Connection reset by peer",E30,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer",0.9,Risk,2
HDFS,1056,10-11-2008 22:36,8,UNKNOWN,dfs.DataNode$PacketResponder,INFO,Received block blk_-1485109068671160157 of size 67108864 from /10.251.71.68,E11,Received block blk_<*> of size <*> from /<*>,0.05,Normal,0
HDFS,34,09-11-2008 21:04,51,UNKNOWN,dfs.DataNode$DataXceiver,INFO,Receiving block blk_2937758977269298350 src: /10.251.194.129:37476 dest: /10.251.194.129:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.05,Normal,0
HDFS,765,10-11-2008 15:11,102,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.191:50010 is added to blk_-4208396523159735354 size 67108864,E6,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,0.05,Normal,0
BGL,2260,11-07-2005 21:03,4243,R01-M0-N1-C:J09-U11,KERNEL,FATAL,rts panic! - stopping execution,E108,rts panic! - stopping execution,0.9,Risk,2
HDFS,1832,11-11-2008 08:50,113,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.allocateBlock: /user/root/rand7/_temporary/_task_200811101024_0014_m_001642_0/part-01642. blk_8215843708467112607,E7,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,0.05,Normal,0
HDFS,1878,11-11-2008 09:01,0,UNKNOWN,dfs.FSDataset,INFO,Deleting block blk_-2098161025946048013 file /mnt/hadoop/dfs/data/current/subdir17/blk_-2098161025946048013,E9,Deleting block blk_<*> file /<*>/blk_<*>,0.05,Normal,0
HDFS,2216,10-11-2008 08:29,147,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.70.112:50010:Got exception while serving blk_4357276972386184626 to /10.251.74.79:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,946,10-11-2008 21:38,5,UNKNOWN,dfs.DataNode$PacketResponder,INFO,PacketResponder 2 for block blk_-6773301007994789531 terminating,E10,PacketResponder <*> for block blk_<*> terminating,0.05,Normal,0
BGL,2223,02-09-2005 20:24,2726,R10-M1-N4-I:J18-U01,KERNEL,FATAL,Lustre mount FAILED : bglio136 : point /p/gb1,E81,Lustre mount FAILED : bglio<*> : point <*>,0.9,Risk,2
BGL,2258,12-06-2005 00:32,145693,R30-M0-N9-C:J16-U01,KERNEL,FATAL,data TLB error interrupt,E55,data TLB error interrupt,0.9,Risk,2
HDFS,2049,10-11-2008 13:39,88,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.126.255:50010:Got exception while serving blk_1910039736720341651 to /10.251.31.85:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,406,10-11-2008 10:31,3,UNKNOWN,dfs.FSNamesystem,INFO,BLOCK* NameSystem.delete: blk_-3582070652284403613 is added to invalidSet of 10.250.10.213:50010,E8,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,0.05,Normal,0
BGL,2460,12-09-2005 15:31,3,R53-M1-N0-I:J18-U01,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:41217: Link has been severed,E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,0.9,Risk,2
BGL,2413,18-07-2005 22:53,17320,R20-M1-N8-C:J12-U01,KERNEL,FATAL,"rts: kernel terminated for reason 1001rts: bad message header: invalid cpu, type=42315, cpu=105, index=1207960804, total=2691015",E112,"rts: kernel terminated for reason <*>: bad message header: invalid cpu, type=<*>, cpu=<*>, index=<*>, total=<*>",0.9,Risk,2
BGL,674,09-07-2005 18:52,57,R05-M0-N6-C:J09-U01,KERNEL,INFO,generating core.8646,E67,generating core.<*>,0.1,Normal,0
HDFS,766,10-11-2008 15:12,47,UNKNOWN,dfs.DataNode$DataXceiver,INFO,Receiving block blk_7572868180557515526 src: /10.251.214.130:38983 dest: /10.251.214.130:50010,E13,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,0.05,Normal,0
HDFS,2206,09-11-2008 22:47,185,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.251.35.1:50010:Got exception while serving blk_7940316270494947483 to /10.251.122.38:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
HDFS,2199,09-11-2008 22:11,42,UNKNOWN,dfs.DataNode$DataXceiver,WARN,10.250.10.144:50010:Got exception while serving blk_5126469776250053435 to /10.250.11.100:,E3,<*>:<*>:Got exception while serving blk_<*> to /<*>:,0.7,Medium,1
